,u,v,depth
2012-08-21-03-59,-7.6799999999999997,-4.75,62.0
2012-08-21-05-00,-0.029999999999999999,-2.3999999999999999,62.0
2012-08-21-06-00,-3.75,-2.8700000000000001,62.0
2012-08-21-06-59,-5.4699999999999998,-3.3700000000000001,62.0
2012-08-21-08-00,1.3100000000000001,-9.8300000000000001,62.0
2012-08-21-09-00,1.78,-6.46,62.0
2012-08-21-09-59,-1.3899999999999999,0.12,62.0
2012-08-21-11-00,3.5600000000000001,3.8500000000000001,62.0
2012-08-21-12-00,2.0699999999999998,2.8999999999999999,62.0
2012-08-21-12-59,-6.3600000000000003,8.5600000000000005,62.0
2012-08-21-14-00,-2.5800000000000001,3.8300000000000001,62.0
2012-08-21-15-00,-2.8700000000000001,1.97,62.0
2012-08-21-15-59,-1.9099999999999999,2.25,62.0
2012-08-21-17-00,-3.5600000000000001,-1.3500000000000001,62.0
2012-08-21-18-00,-2.4700000000000002,-7.5999999999999996,62.0
2012-08-21-18-59,-4.4400000000000004,-6.2000000000000002,62.0
2012-08-21-20-00,0.080000000000000002,-7.0599999999999996,62.0
2012-08-21-21-00,0.17000000000000001,-5.5800000000000001,62.0
2012-08-21-21-59,4.3899999999999997,-2.8799999999999999,62.0
2012-08-21-23-00,3.5600000000000001,1.3500000000000001,62.0
2012-08-22-00-00,-5.1699999999999999,3.7999999999999998,62.0
2012-08-22-00-59,-4.6399999999999997,5.5199999999999996,62.0
2012-08-22-02-00,-7.29,6.4100000000000001,62.0
2012-08-22-03-00,-5.4100000000000001,8.5199999999999996,62.0
2012-08-22-03-59,-1.0700000000000001,4.3799999999999999,62.0
2012-08-22-05-00,-1.1599999999999999,-1.3799999999999999,62.0
2012-08-22-06-00,-1.8100000000000001,-2.7200000000000002,62.0
2012-08-22-06-59,-2.25,-7.6399999999999997,62.0
2012-08-22-08-00,0.01,-3.96,62.0
2012-08-22-09-00,-2.6400000000000001,-8.7899999999999991,62.0
2012-08-22-09-59,1.3899999999999999,-2.6200000000000001,62.0
2012-08-22-11-00,1.54,3.9900000000000002,62.0
2012-08-22-12-00,0.52000000000000002,-2.1400000000000001,62.0
2012-08-22-14-00,-4.5099999999999998,7.9500000000000002,62.0
2012-08-22-15-00,-3.1600000000000001,6.8899999999999997,62.0
2012-08-22-15-59,-4.9100000000000001,3.98,62.0
2012-08-22-17-00,-3.5600000000000001,-2.0800000000000001,62.0
2012-08-22-18-00,-4.3399999999999999,-2.6200000000000001,62.0
2012-08-22-18-59,-8.0899999999999999,2.0099999999999998,62.0
2012-08-22-20-00,-8.0899999999999999,-8.3100000000000005,62.0
2012-08-22-21-00,-2.8300000000000001,-10.619999999999999,62.0
2012-08-22-21-59,-0.62,-8.1999999999999993,62.0
2012-08-22-23-00,3.2000000000000002,-4.1699999999999999,62.0
2012-08-23-00-00,1.8400000000000001,-2.3799999999999999,62.0
2012-08-23-00-59,3.48,5.1900000000000004,62.0
2012-08-23-02-00,-2.1899999999999999,4.9900000000000002,62.0
2012-08-23-03-00,-8.3000000000000007,10.91,62.0
2012-08-23-03-59,-4.2000000000000002,0.13,62.0
2012-08-23-05-00,-5.21,0.34999999999999998,62.0
2012-08-23-06-00,-3.4900000000000002,-1.96,62.0
2012-08-23-06-59,-6.9900000000000002,-4.2300000000000004,62.0
2012-08-23-08-00,-4.3399999999999999,-0.12,62.0
2012-08-23-09-00,-1.8500000000000001,-2.21,62.0
2012-08-23-09-59,-4.0499999999999998,-2.54,62.0
2012-08-23-11-00,-0.26000000000000001,-2.6800000000000002,62.0
2012-08-23-12-00,-1.98,5.3600000000000003,62.0
2012-08-23-12-59,0.62,1.4299999999999999,62.0
2012-08-23-14-00,-2.6499999999999999,3.71,62.0
2012-08-23-15-00,-2.3799999999999999,4.9299999999999997,62.0
2012-08-23-15-59,1.3899999999999999,3.4300000000000002,62.0
2012-08-23-17-00,-0.33000000000000002,-0.29999999999999999,62.0
2012-08-23-18-00,-3.7000000000000002,-3.3700000000000001,62.0
2012-08-23-18-59,-4.5499999999999998,-1.54,62.0
2012-08-23-20-00,-3.6600000000000001,-5.6500000000000004,62.0
2012-08-23-21-00,-5.8799999999999999,-8.3900000000000006,62.0
2012-08-23-21-59,-2.04,-4.7699999999999996,62.0
2012-08-23-23-00,-2.9700000000000002,-2.3300000000000001,62.0
2012-08-24-00-00,-2.1400000000000001,3.75,62.0
2012-08-24-00-59,-0.19,-5.0599999999999996,62.0
2012-08-24-02-00,5.1600000000000001,0.88,62.0
2012-08-24-03-00,-0.28999999999999998,4.9199999999999999,62.0
2012-08-24-03-59,-0.97999999999999998,14.4,62.0
2012-08-24-05-00,-5.2999999999999998,8.8699999999999992,62.0
2012-08-24-06-00,-3.2999999999999998,5.5999999999999996,62.0
2012-08-24-06-59,-2.73,-0.28000000000000003,62.0
2012-08-24-08-00,-4.1699999999999999,-5.7000000000000002,62.0
2012-08-24-09-00,-4.75,-5.1399999999999997,62.0
2012-08-24-09-59,-4.1299999999999999,-5.4800000000000004,62.0
2012-08-24-11-00,-5.6100000000000003,-7.8899999999999997,62.0
2012-08-24-12-00,-0.90000000000000002,-3.7000000000000002,62.0
2012-08-24-12-59,-2.73,1.49,62.0
2012-08-24-14-00,-3.8599999999999999,1.79,62.0
2012-08-24-15-00,2.4199999999999999,2.0600000000000001,62.0
2012-08-24-15-59,-3.8900000000000001,6.8899999999999997,62.0
2012-08-24-17-00,-2.5800000000000001,5.5999999999999996,62.0
2012-08-24-18-00,-5.2300000000000004,5.7599999999999998,62.0
2012-08-24-18-59,-2.2799999999999998,2.46,62.0
2012-08-24-20-00,-1.73,-1.55,62.0
2012-08-24-21-00,-1.4299999999999999,-2.6000000000000001,62.0
2012-08-24-21-59,1.23,-4.2199999999999998,62.0
2012-08-24-23-00,0.78000000000000003,-3.73,62.0
2012-08-25-00-00,-3.6499999999999999,-12.109999999999999,62.0
2012-08-25-00-59,2.54,0.22,62.0
2012-08-25-02-00,2.0099999999999998,6.3200000000000003,62.0
2012-08-25-03-00,-2.6600000000000001,6.6200000000000001,62.0
2012-08-25-03-59,-4.8499999999999996,6.5999999999999996,62.0
2012-08-25-05-00,-6.8499999999999996,7.3799999999999999,62.0
2012-08-25-06-00,-6.2400000000000002,10.99,62.0
2012-08-25-06-59,-5.9500000000000002,8.5800000000000001,62.0
2012-08-25-08-00,-3.6200000000000001,1.3400000000000001,62.0
2012-08-25-09-00,-1.8400000000000001,-5.1200000000000001,62.0
2012-08-25-09-59,-0.81999999999999995,-5.0300000000000002,62.0
2012-08-25-11-00,-2.0800000000000001,-3.21,62.0
2012-08-25-12-00,-2.8300000000000001,-2.8100000000000001,62.0
2012-08-25-12-59,-4.3099999999999996,-2.7200000000000002,62.0
2012-08-25-14-00,-2.1600000000000001,1.3500000000000001,62.0
2012-08-25-15-00,-2.2400000000000002,-1.5900000000000001,62.0
2012-08-25-15-59,3.0600000000000001,2.3500000000000001,62.0
2012-08-25-17-00,9.6300000000000008,-0.52000000000000002,62.0
2012-08-25-18-00,-6.2300000000000004,5.9900000000000002,62.0
2012-08-25-18-59,-9.4100000000000001,10.789999999999999,62.0
2012-08-25-20-00,-10.970000000000001,10.44,62.0
2012-08-25-21-00,-11.199999999999999,2.6600000000000001,62.0
2012-08-25-21-59,-4.1600000000000001,-1.1100000000000001,62.0
2012-08-25-23-00,-2.29,-7.8600000000000003,62.0
2012-08-26-00-00,0.81999999999999995,-4.2400000000000002,62.0
2012-08-26-00-59,1.27,-4.0,62.0
2012-08-26-02-00,-3.98,-1.3700000000000001,62.0
2012-08-26-03-00,-7.6600000000000001,7.6600000000000001,62.0
2012-08-26-03-59,-3.1200000000000001,8.8800000000000008,62.0
2012-08-26-05-00,3.5299999999999998,-0.32000000000000001,62.0
2012-08-26-06-00,-1.01,2.73,62.0
2012-08-26-06-59,-0.5,3.5,62.0
2012-08-26-08-00,-3.3300000000000001,3.1899999999999999,62.0
2012-08-26-09-00,-2.1499999999999999,1.6599999999999999,62.0
2012-08-26-09-59,-5.2699999999999996,3.04,62.0
2012-08-26-11-00,0.14999999999999999,-1.9399999999999999,62.0
2012-08-26-12-00,-4.2400000000000002,-6.8700000000000001,62.0
2012-08-26-12-59,1.02,-6.6799999999999997,62.0
2012-08-26-14-00,-1.7,-3.1000000000000001,62.0
2012-08-26-15-00,1.1499999999999999,1.0600000000000001,62.0
2012-08-26-15-59,3.6000000000000001,-0.93000000000000005,62.0
2012-08-26-17-00,2.6099999999999999,-0.38,62.0
2012-08-26-18-00,2.2000000000000002,0.33000000000000002,62.0
2012-08-26-18-59,-1.1200000000000001,-1.1599999999999999,62.0
2012-08-26-20-00,2.04,-6.2800000000000002,62.0
2012-08-26-21-00,4.0599999999999996,2.8500000000000001,62.0
2012-08-26-21-59,-0.67000000000000004,-4.4699999999999998,62.0
2012-08-26-23-00,-6.1600000000000001,-6.3799999999999999,62.0
2012-08-27-00-00,-11.99,-8.5099999999999998,62.0
2012-08-27-00-59,-6.1699999999999999,-8.4700000000000006,62.0
2012-08-27-02-00,-4.29,0.40999999999999998,62.0
2012-08-27-03-00,-0.12,7.8799999999999999,62.0
2012-08-27-03-59,0.63,4.9800000000000004,62.0
2012-08-27-05-00,-0.83999999999999997,1.1100000000000001,62.0
2012-08-27-06-00,0.70999999999999996,1.1399999999999999,62.0
2012-08-27-06-59,0.63,3.2000000000000002,62.0
2012-08-27-08-00,0.46999999999999997,3.3700000000000001,62.0
2012-08-27-09-00,-1.3,-0.17000000000000001,62.0
2012-08-27-09-59,-5.1900000000000004,-8.5999999999999996,62.0
2012-08-27-11-00,-6.0800000000000001,3.3300000000000001,62.0
2012-08-27-12-00,-2.1400000000000001,-1.25,62.0
2012-08-27-12-59,-0.050000000000000003,-8.0399999999999991,62.0
2012-08-27-14-00,-1.3400000000000001,-1.1200000000000001,62.0
2012-08-27-15-00,-0.78000000000000003,-3.04,62.0
2012-08-27-15-59,0.23999999999999999,-1.1799999999999999,62.0
2012-08-27-17-00,-1.3600000000000001,4.29,62.0
2012-08-27-18-00,-0.76000000000000001,-0.94999999999999996,62.0
2012-08-27-18-59,0.64000000000000001,0.28999999999999998,62.0
2012-08-27-20-00,1.8799999999999999,-1.4299999999999999,62.0
2012-08-27-21-00,3.25,-2.9100000000000001,62.0
2012-08-27-21-59,-10.32,-6.04,62.0
2012-08-27-23-00,-3.96,-6.0499999999999998,62.0
2012-08-28-00-00,-12.75,-2.3700000000000001,62.0
2012-08-28-00-59,-7.6399999999999997,1.2,62.0
2012-08-28-02-00,-2.9700000000000002,0.90000000000000002,62.0
2012-08-28-03-00,-0.59999999999999998,4.2000000000000002,62.0
2012-08-28-03-59,5.2800000000000002,3.3199999999999998,62.0
2012-08-28-05-00,4.2999999999999998,4.9000000000000004,62.0
2012-08-28-06-00,3.1499999999999999,5.6100000000000003,62.0
2012-08-28-06-59,-1.8799999999999999,5.7000000000000002,62.0
2012-08-28-08-00,-3.3700000000000001,2.25,62.0
2012-08-28-09-00,2.1200000000000001,-0.11,62.0
2012-08-28-09-59,5.4400000000000004,1.7,62.0
2012-08-28-11-00,-6.6799999999999997,-8.5199999999999996,62.0
2012-08-28-12-00,-7.2999999999999998,-7.4500000000000002,62.0
2012-08-28-12-59,-8.3200000000000003,-2.54,62.0
2012-08-28-14-00,-9.9600000000000009,0.20999999999999999,62.0
2012-08-28-15-00,-4.54,-3.0,62.0
2012-08-28-15-59,2.7999999999999998,1.1299999999999999,62.0
2012-08-28-17-00,3.1200000000000001,3.9300000000000002,62.0
2012-08-28-18-00,2.6899999999999999,9.3300000000000001,62.0
2012-08-28-18-59,2.3300000000000001,9.1199999999999992,62.0
2012-08-28-20-00,13.58,-3.3199999999999998,62.0
2012-08-28-21-00,6.21,-3.0800000000000001,62.0
2012-08-28-21-59,-1.6599999999999999,-1.1100000000000001,62.0
2012-08-28-23-00,-2.1200000000000001,-5.21,62.0
2012-08-29-00-00,-7.0499999999999998,-4.04,62.0
2012-08-29-00-59,-5.6399999999999997,-9.5700000000000003,62.0
2012-08-29-02-00,-7.3300000000000001,2.96,62.0
2012-08-29-03-00,-4.1900000000000004,3.9900000000000002,62.0
2012-08-29-03-59,-0.95999999999999996,3.9900000000000002,62.0
2012-08-29-05-00,-0.84999999999999998,6.1100000000000003,62.0
2012-08-29-06-00,5.3799999999999999,5.8399999999999999,62.0
2012-08-29-08-00,3.96,-0.71999999999999997,62.0
2012-08-29-09-00,3.1899999999999999,1.5600000000000001,62.0
2012-08-29-09-59,0.39000000000000001,6.1600000000000001,62.0
2012-08-29-11-00,-6.4299999999999997,1.6599999999999999,62.0
2012-08-29-12-00,-4.5,1.5,62.0
2012-08-29-12-59,-0.81999999999999995,-5.0300000000000002,62.0
2012-08-29-14-00,0.080000000000000002,-8.8300000000000001,62.0
2012-08-29-15-00,1.1499999999999999,-8.2100000000000009,62.0
2012-08-29-15-59,-1.6599999999999999,-7.1500000000000004,62.0
2012-08-29-17-00,5.7000000000000002,-2.3999999999999999,62.0
2012-08-29-18-00,5.0300000000000002,-0.089999999999999997,62.0
2012-08-29-18-59,5.3300000000000001,2.0800000000000001,62.0
2012-08-29-20-00,0.14000000000000001,2.02,62.0
2012-08-29-21-00,-1.8700000000000001,6.75,62.0
2012-08-29-21-59,-6.79,12.18,62.0
2012-08-29-23-00,-8.3800000000000008,12.970000000000001,62.0
2012-08-30-00-00,-6.6399999999999997,4.5199999999999996,62.0
2012-08-30-00-59,0.56999999999999995,1.6200000000000001,62.0
2012-08-30-02-00,-6.1200000000000001,-2.9399999999999999,62.0
2012-08-30-03-00,-1.75,-14.68,62.0
2012-08-30-03-59,-2.54,-6.2699999999999996,62.0
2012-08-30-05-00,-1.1799999999999999,-9.5099999999999998,62.0
2012-08-30-06-00,-2.3300000000000001,-3.8100000000000001,62.0
2012-08-30-06-59,1.3,-3.3700000000000001,62.0
2012-08-30-08-00,0.28000000000000003,8.3100000000000005,62.0
2012-08-30-09-00,9.2400000000000002,-0.94999999999999996,62.0
2012-08-30-09-59,9.1199999999999992,2.6699999999999999,62.0
2012-08-30-11-00,2.8300000000000001,2.8100000000000001,62.0
2012-08-30-12-00,3.1600000000000001,-0.12,62.0
2012-08-30-12-59,-8.3599999999999994,-4.5300000000000002,62.0
2012-08-30-14-00,-8.0099999999999998,-6.8200000000000003,62.0
2012-08-30-15-00,-7.21,-4.9199999999999999,62.0
2012-08-30-15-59,-5.79,-0.85999999999999999,62.0
2012-08-30-17-00,-4.5,-2.7799999999999998,62.0
2012-08-30-18-00,-2.2400000000000002,-1.5900000000000001,62.0
2012-08-30-18-59,1.6000000000000001,1.3,62.0
2012-08-30-20-00,4.1799999999999997,3.5099999999999998,62.0
2012-08-30-21-00,5.25,7.6799999999999997,62.0
2012-08-30-21-59,7.9299999999999997,-5.3899999999999997,62.0
2012-08-30-23-00,-0.34000000000000002,-0.62,62.0
2012-08-31-00-00,-6.6600000000000001,-1.1100000000000001,62.0
2012-08-31-00-59,-8.8200000000000003,-6.54,62.0
2012-08-31-02-00,-8.2599999999999998,-5.96,62.0
2012-08-31-03-00,-2.79,-12.9,62.0
2012-08-31-03-59,-4.9400000000000004,-5.2000000000000002,62.0
2012-08-31-05-00,-6.9299999999999997,-1.6100000000000001,62.0
2012-08-31-06-00,-0.51000000000000001,-4.3200000000000003,62.0
2012-08-31-06-59,2.48,-4.9000000000000004,62.0
2012-08-31-08-00,-0.39000000000000001,-1.8799999999999999,62.0
2012-08-31-09-00,2.71,6.4199999999999999,62.0
2012-08-31-09-59,-4.8099999999999996,9.3200000000000003,62.0
2012-08-31-11-00,0.58999999999999997,7.2599999999999998,62.0
2012-08-31-12-00,5.3899999999999997,-3.8399999999999999,62.0
2012-08-31-12-59,1.46,-3.2200000000000002,62.0
2012-08-31-14-00,-6.2000000000000002,-4.0999999999999996,62.0
2012-08-31-15-00,-5.3799999999999999,-4.3899999999999997,62.0
2012-08-31-15-59,-9.0600000000000005,-11.4,62.0
2012-08-31-17-00,-5.3300000000000001,0.41999999999999998,62.0
2012-08-31-18-00,1.55,2.54,62.0
2012-08-31-18-59,-3.8399999999999999,6.3799999999999999,62.0
2012-08-31-20-00,0.70999999999999996,8.9600000000000009,62.0
2012-08-31-21-00,0.83999999999999997,5.6600000000000001,62.0
2012-08-31-21-59,0.63,4.9800000000000004,62.0
2012-08-31-23-00,-0.81999999999999995,6.0099999999999998,62.0
2012-09-01-00-00,3.9399999999999999,-0.31,62.0
2012-09-01-00-59,-6.6600000000000001,-2.1600000000000001,62.0
2012-09-01-02-00,-0.40000000000000002,-3.9700000000000002,62.0
2012-09-01-03-00,-3.5800000000000001,-5.21,62.0
2012-09-01-03-59,-4.0,-8.0500000000000007,62.0
2012-09-01-05-00,-4.3300000000000001,-5.8499999999999996,62.0
2012-09-01-06-00,-1.3600000000000001,-11.02,62.0
2012-09-01-06-59,2.5,-0.72999999999999998,62.0
2012-09-01-08-00,-0.97999999999999998,3.3599999999999999,62.0
2012-09-01-09-00,6.25,2.1400000000000001,62.0
2012-09-01-09-59,3.0899999999999999,4.0300000000000002,62.0
2012-09-01-12-00,-4.21,7.6299999999999999,62.0
2012-09-01-12-59,-5.9000000000000004,7.3399999999999999,62.0
2012-09-01-14-00,0.14999999999999999,1.6100000000000001,62.0
2012-09-01-15-00,-1.23,-3.2799999999999998,62.0
2012-09-01-15-59,0.76000000000000001,-4.3600000000000003,62.0
2012-09-01-17-00,-2.6899999999999999,-10.06,62.0
2012-09-01-18-00,-0.68999999999999995,-8.3300000000000001,62.0
2012-09-01-18-59,1.8999999999999999,-5.0700000000000003,62.0
2012-09-01-20-00,5.4800000000000004,-4.1299999999999999,62.0
2012-09-01-21-00,5.6500000000000004,-2.2000000000000002,62.0
2012-09-01-21-59,9.1899999999999995,-6.4800000000000004,62.0
2012-09-01-23-00,1.97,-1.3999999999999999,62.0
2012-09-02-00-00,-10.890000000000001,6.6100000000000003,62.0
2012-09-02-00-59,-3.6299999999999999,7.0700000000000003,62.0
2012-09-02-02-00,-3.3300000000000001,1.4199999999999999,62.0
2012-09-02-03-00,0.96999999999999997,-2.9500000000000002,62.0
2012-09-02-03-59,3.4700000000000002,-5.4500000000000002,62.0
2012-09-02-05-00,-3.0,-11.82,62.0
2012-09-02-06-00,1.3899999999999999,-14.390000000000001,62.0
2012-09-02-06-59,3.8100000000000001,-8.0500000000000007,62.0
2012-09-02-08-00,2.0699999999999998,-2.1000000000000001,62.0
2012-09-02-09-00,-1.29,-1.6299999999999999,62.0
2012-09-02-09-59,-0.98999999999999999,2.3199999999999998,62.0
2012-09-02-11-00,-4.4900000000000002,7.8600000000000003,62.0
2012-09-02-12-00,-6.1699999999999999,-4.2000000000000002,62.0
2012-09-02-12-59,-1.0,4.5,62.0
2012-09-02-14-00,-5.7300000000000004,4.9900000000000002,62.0
2012-09-02-15-00,-4.4699999999999998,-1.8300000000000001,62.0
2012-09-02-15-59,-0.10000000000000001,-12.119999999999999,62.0
2012-09-02-17-00,4.9699999999999998,-8.4399999999999995,62.0
2012-09-02-18-00,3.6800000000000002,-5.7999999999999998,62.0
2012-09-02-18-59,-1.8500000000000001,-13.25,62.0
2012-09-02-20-00,-1.3300000000000001,-4.3499999999999996,62.0
2012-09-02-21-00,-9.5,7.54,62.0
2012-09-02-21-59,4.1500000000000004,9.3399999999999999,62.0
2012-09-02-23-00,3.7400000000000002,8.5899999999999999,62.0
2012-09-03-00-00,17.66,7.6600000000000001,62.0
2012-09-03-00-59,-9.4000000000000004,7.5700000000000003,62.0
2012-09-03-02-00,-7.8600000000000003,1.24,62.0
2012-09-03-03-00,-3.1200000000000001,0.34000000000000002,62.0
2012-09-03-03-59,-6.9500000000000002,-4.0099999999999998,62.0
2012-09-03-05-00,2.0699999999999998,-6.3700000000000001,62.0
2012-09-03-06-00,-4.3700000000000001,-8.5700000000000003,62.0
2012-09-03-06-59,-4.4500000000000002,-4.0099999999999998,62.0
2012-09-03-08-00,-3.9199999999999999,-4.0599999999999996,62.0
2012-09-03-09-00,-1.24,-3.5899999999999999,62.0
2012-09-03-09-59,-4.2199999999999998,3.04,62.0
2012-09-03-11-00,-1.3100000000000001,3.7799999999999998,62.0
2012-09-03-14-00,-6.3600000000000003,-1.76,62.0
2012-09-03-15-00,-5.2699999999999996,2.0,62.0
2012-09-03-15-59,-5.3700000000000001,4.4699999999999998,62.0
2012-09-03-17-00,1.1100000000000001,-4.1600000000000001,62.0
2012-09-03-18-00,4.1699999999999999,-9.6199999999999992,62.0
2012-09-03-18-59,1.76,-7.0899999999999999,62.0
2012-09-03-20-00,-4.0499999999999998,-6.8099999999999996,62.0
2012-09-03-21-00,-0.80000000000000004,-6.1699999999999999,62.0
2012-09-03-21-59,0.81000000000000005,-3.8300000000000001,62.0
2012-09-03-23-00,-4.9900000000000002,1.04,62.0
2012-09-04-00-00,2.6299999999999999,-5.79,62.0
2012-09-04-00-59,-8.9199999999999999,2.71,62.0
2012-09-04-02-00,8.7100000000000009,-6.6200000000000001,62.0
2012-09-04-03-00,-8.1500000000000004,13.970000000000001,62.0
2012-09-04-03-59,-6.9100000000000001,-10.56,62.0
2012-09-04-05-00,-2.6099999999999999,-6.3899999999999997,62.0
2012-09-04-06-00,-5.0599999999999996,-6.5800000000000001,62.0
2012-09-04-06-59,-8.6699999999999999,-1.7,62.0
2012-09-04-08-00,-3.0,2.77,62.0
2012-09-04-09-00,1.46,3.5499999999999998,62.0
2012-09-04-09-59,5.3899999999999997,5.4299999999999997,62.0
2012-09-04-11-00,1.51,6.5899999999999999,62.0
2012-09-04-12-00,-3.5499999999999998,2.5099999999999998,62.0
2012-09-04-12-59,-5.3499999999999996,5.0999999999999996,62.0
2012-09-04-14-00,2.8399999999999999,3.1200000000000001,62.0
2012-09-04-15-00,0.45000000000000001,2.0099999999999998,62.0
2012-09-04-15-59,-6.9500000000000002,-1.51,62.0
2012-09-04-17-00,-2.8199999999999998,-4.2599999999999998,62.0
2012-09-04-18-00,-3.8700000000000001,-5.2999999999999998,62.0
2012-09-04-18-59,-2.5299999999999998,-10.220000000000001,62.0
2012-09-04-20-00,-6.5300000000000002,-14.0,62.0
2012-09-04-21-00,-2.77,-11.539999999999999,62.0
2012-09-04-21-59,-2.6499999999999999,-1.6100000000000001,62.0
2012-09-04-23-00,-3.5099999999999998,3.4500000000000002,62.0
2012-09-05-00-00,3.0499999999999998,0.27000000000000002,62.0
2012-09-05-02-00,-0.58999999999999997,2.02,62.0
2012-09-05-03-00,-4.4100000000000001,8.3000000000000007,62.0
2012-09-05-03-59,1.96,2.5499999999999998,62.0
2012-09-05-05-00,1.01,-4.1799999999999997,62.0
2012-09-05-06-00,-0.20999999999999999,-6.4199999999999999,62.0
2012-09-05-06-59,0.13,-4.0199999999999996,62.0
2012-09-05-08-00,-5.3200000000000003,-8.5399999999999991,62.0
2012-09-05-09-00,-0.98999999999999999,-6.96,62.0
2012-09-05-09-59,0.56999999999999995,-7.6500000000000004,62.0
2012-09-05-11-00,1.03,-2.8199999999999998,62.0
2012-09-05-12-00,-0.92000000000000004,4.9400000000000004,62.0
2012-09-05-12-59,-16.350000000000001,21.370000000000001,62.0
2012-09-05-14-00,-1.24,20.27,62.0
2012-09-05-15-00,5.1299999999999999,-0.79000000000000004,62.0
2012-09-05-15-59,1.77,2.5,62.0
2012-09-05-17-00,-2.5600000000000001,0.92000000000000004,62.0
2012-09-05-18-00,-4.6699999999999999,-1.47,62.0
2012-09-05-18-59,-7.3700000000000001,-11.85,62.0
2012-09-05-20-00,-2.2799999999999998,-9.3100000000000005,62.0
2012-09-05-21-00,-4.6299999999999999,-6.25,62.0
2012-09-05-21-59,-5.4199999999999999,-3.5600000000000001,62.0
2012-09-05-23-00,-2.8399999999999999,1.1499999999999999,62.0
2012-09-06-00-00,-1.26,5.3600000000000003,62.0
2012-09-06-00-59,-1.5600000000000001,5.6900000000000004,62.0
2012-09-06-02-00,1.1100000000000001,4.3899999999999997,62.0
2012-09-06-03-00,13.31,9.7300000000000004,62.0
2012-09-06-05-00,3.2000000000000002,-9.1699999999999999,62.0
2012-09-06-06-00,-0.14000000000000001,-1.29,62.0
2012-09-06-06-59,3.1299999999999999,-6.0700000000000003,62.0
2012-09-06-08-00,-3.4399999999999999,-9.9700000000000006,62.0
2012-09-06-09-00,-0.22,-4.96,62.0
2012-09-06-09-59,2.3100000000000001,-2.5499999999999998,62.0
2012-09-06-11-00,0.91000000000000003,-0.26000000000000001,62.0
2012-09-06-12-00,-0.56999999999999995,5.8799999999999999,62.0
2012-09-06-12-59,-1.95,8.0800000000000001,62.0
2012-09-06-14-00,3.73,2.5499999999999998,62.0
2012-09-06-15-00,5.21,1.4199999999999999,62.0
2012-09-06-15-59,-1.99,2.54,62.0
2012-09-06-17-00,-6.4100000000000001,3.75,62.0
2012-09-06-18-00,-3.46,-1.01,62.0
2012-09-06-18-59,-6.0700000000000003,-4.1699999999999999,62.0
2012-09-06-20-00,-5.3799999999999999,-3.3399999999999999,62.0
2012-09-06-21-00,-0.96999999999999997,1.1799999999999999,62.0
2012-09-06-21-59,-0.11,-2.8399999999999999,62.0
2012-09-06-23-00,3.6400000000000001,-4.25,62.0
2012-09-07-00-00,1.9099999999999999,2.02,62.0
2012-09-07-00-59,-0.12,3.6099999999999999,62.0
2012-09-07-02-00,-3.3700000000000001,2.9700000000000002,62.0
2012-09-07-03-00,2.6200000000000001,1.3899999999999999,62.0
2012-09-07-03-59,-1.3100000000000001,0.56000000000000005,62.0
2012-09-07-05-00,-5.9500000000000002,1.8,62.0
2012-09-07-06-00,-4.7699999999999996,0.27000000000000002,62.0
2012-09-07-06-59,-3.3500000000000001,-8.4800000000000004,62.0
2012-09-07-08-00,-6.9299999999999997,-8.3800000000000008,62.0
2012-09-07-09-00,-7.5999999999999996,-4.3099999999999996,62.0
2012-09-07-09-59,-7.2800000000000002,-0.77000000000000002,62.0
2012-09-07-11-00,-3.75,6.4100000000000001,62.0
2012-09-07-12-00,-0.02,7.9100000000000001,62.0
2012-09-07-12-59,1.3,5.9000000000000004,62.0
2012-09-07-14-00,-0.25,3.3599999999999999,62.0
2012-09-07-15-00,10.32,4.2699999999999996,62.0
2012-09-07-15-59,4.2400000000000002,2.5899999999999999,62.0
2012-09-07-17-00,2.3300000000000001,1.3100000000000001,62.0
2012-09-07-18-00,4.4400000000000004,-0.57999999999999996,62.0
2012-09-07-18-59,2.1099999999999999,-5.4299999999999997,62.0
2012-09-07-20-00,-3.0899999999999999,-2.9900000000000002,62.0
2012-09-07-21-00,-5.7599999999999998,-7.7300000000000004,62.0
2012-09-07-21-59,-1.95,-10.779999999999999,62.0
2012-09-07-23-00,-2.25,-9.4100000000000001,62.0
2012-09-08-00-00,-7.0599999999999996,1.6899999999999999,62.0
2012-09-08-00-59,-2.1800000000000002,5.2999999999999998,62.0
2012-09-08-02-00,-0.38,8.4299999999999997,62.0
2012-09-08-03-00,-2.1600000000000001,4.8899999999999997,62.0
2012-09-08-03-59,1.6799999999999999,1.74,62.0
2012-09-08-05-00,-0.13,2.5699999999999998,62.0
2012-09-08-06-00,-3.8999999999999999,0.53000000000000003,62.0
2012-09-08-06-59,0.40000000000000002,-2.0699999999999998,62.0
2012-09-08-08-00,-3.6899999999999999,-2.3300000000000001,62.0
2012-09-08-09-00,0.80000000000000004,-6.6399999999999997,62.0
2012-09-08-09-59,-5.0300000000000002,-5.9500000000000002,62.0
2012-09-08-11-00,-3.3500000000000001,-4.21,62.0
2012-09-08-12-00,-1.45,-2.5099999999999998,62.0
2012-09-08-12-59,1.8100000000000001,4.4900000000000002,62.0
2012-09-08-14-00,-1.75,3.8599999999999999,62.0
2012-09-08-15-00,2.2000000000000002,8.1500000000000004,62.0
2012-09-08-15-59,4.3700000000000001,-1.74,62.0
